LADDLE_TEMP,CASTING_TEMP,AVG_POWER_PER_HEAT_KW,POWER_CONSUMED_KWH,FURNACE_COOLING_PRESSURE,CONVERTOR_COOLING_PRESSURE,SPONGE_IRON_MT,SCRAP_MT,PIG_IRON_KG,CPC_KG,SiMn_KG,AluminiumBar_KG,Carbon(C%),Manganese(Mn%),Silicon(Si%),Sulphur(S%),Phosphorous(P%),MT_PRODUCTION_PER_HEAT
1675,1626,6000,6300,0.18,0.21,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1675,1630,6000,6600,0.18,0.22,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1632,6000,7200,0.19,0.23,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1634,6000,8100,0.2,0.23,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1635,2500,6375,0.2,0.24,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1675,1627,4800,10080,0.18,0.24,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1675,1630,6000,8700,0.18,0.22,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1630,6000,9000,0.18,0.21,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1625,6000,9000,0.18,0.22,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1628,6000,8700,0.19,0.23,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1632,6000,9300,0.2,0.23,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1625,6000,7800,0.2,0.24,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1622,6000,6900,0.18,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1618,6000,6600,0.18,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1625,6000,7200,0.18,0.21,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1628,6000,8100,0.18,0.22,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1626,6000,8100,0.18,0.23,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1630,2500,6375,0.18,0.23,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1675,1632,4800,10080,0.19,0.24,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1675,1634,6000,8700,0.2,0.24,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1635,6000,9000,0.2,0.22,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1627,6000,9000,0.18,0.21,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1630,6000,8700,0.18,0.22,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1675,1630,6000,9300,0.18,0.23,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1625,6000,7800,0.18,0.23,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1675,1628,6000,6900,0.19,0.24,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1632,6000,6300,0.2,0.24,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1675,1625,6000,6600,0.2,0.22,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1622,6000,7200,0.18,0.21,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1618,6000,8700,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1625,2500,6375,0.18,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1628,4800,10080,0.18,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1626,6000,8700,0.18,0.24,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1630,6000,9000,0.18,0.24,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1675,1632,6000,9000,0.19,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1634,6000,8700,0.2,0.21,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1635,6000,9300,0.2,0.22,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1675,1627,6500,2925,0.18,0.23,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1675,1630,6000,9000,0.18,0.23,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1630,6000,7800,0.18,0.24,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1625,6000,9000,0.18,0.24,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1628,6000,8100,0.19,0.22,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1632,2500,6375,0.2,0.21,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1675,1625,4800,10080,0.2,0.22,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1622,6000,8700,0.18,0.23,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1618,6000,9000,0.18,0.23,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1625,6000,9000,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1628,6000,8700,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1626,6000,9300,0.18,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1630,6000,7800,0.18,0.21,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1632,6000,3300,0.19,0.22,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1675,1634,6000,6300,0.2,0.23,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1675,1635,6000,6600,0.2,0.23,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1627,6000,7200,0.18,0.24,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1630,6000,8100,0.18,0.24,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1630,2500,6375,0.18,0.22,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1675,1625,4800,10080,0.18,0.21,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1675,1628,6000,8700,0.19,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1632,6000,9000,0.2,0.23,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1625,6000,9000,0.2,0.23,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1622,6000,8700,0.18,0.24,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1675,1618,6000,9300,0.18,0.24,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1625,6000,7800,0.18,0.22,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1675,1628,6000,6900,0.18,0.21,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1626,6000,6300,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1675,1630,6000,6600,0.18,0.23,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1632,6000,7200,0.19,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1634,6000,8700,0.2,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1635,2500,6375,0,0.24,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1627,5800,12180,0.18,0.22,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1675,1630,6000,8700,0.18,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1630,6000,9000,0.18,0.22,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1675,1625,6000,9000,0.18,0.22,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1628,6000,8700,0.19,0.23,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1632,6000,9300,0.2,0.24,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1675,1625,6500,2925,0.2,0.25,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1675,1622,6000,9000,0.18,0.22,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1618,6000,7800,0.18,0.21,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1625,6000,9000,0.18,0.22,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1628,5200,11440,0.18,0.23,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1626,6000,7800,0.18,0.23,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1630,5250,11287.5,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1632,6000,8400,0.19,0.24,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1634,6000,9000,0.2,0.22,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1635,5800,12180,0.2,0.21,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1627,5300,12190,0,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1630,5200,11440,0,0.23,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1630,6000,7800,0.19,0.23,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1625,5150,11072.5,0.2,0.24,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1628,6000,8400,0.2,0.24,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1632,6000,9000,0.18,0.22,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1625,5100,10710,0.18,0.21,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1622,4800,11040,0.18,0.22,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1618,5150,11072.5,0.18,0.23,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1625,5000,10000,0.18,0.23,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1628,6000,8700,0.18,0.24,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1626,3300,8415,0.19,0.24,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1630,5100,10710,0.2,0.22,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1632,6000,9000,0.2,0.21,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1634,6000,9000,0.19,0.22,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1635,6000,9000,0.2,0.23,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1627,6000,8700,0.2,0.23,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1630,6000,9300,0.18,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1630,6500,2700,0.18,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1625,6000,9000,0.18,0.22,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1628,6000,7800,0.18,0.22,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1632,6000,9000,0.18,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1625,6000,8100,0.18,0.22,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1622,3300,8415,0.19,0,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1675,1618,5100,10710,0.2,0.22,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1675,1625,6000,8700,0.2,0.21,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1628,6000,9000,0.19,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1626,6000,9000,0.2,0.23,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1630,6000,8700,0.2,0.23,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1675,1632,6000,9300,0.18,0.24,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1634,6000,7800,0.18,0.24,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1635,6000,6900,0.18,0.22,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1675,1627,6000,6300,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1630,6000,6600,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1630,6000,7200,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1625,6000,8100,0.19,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1628,3000,7650,0.2,0,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1632,5100,10710,0.2,0.22,12,3,1300,100,12,2,0.18,0.7,0.8,0.019,0.017,13
1675,1625,6000,8700,0.19,0.21,11.5,3.5,1400,80,12.5,2,0.17,0.7,0.8,0.019,0.017,12
1670,1622,6000,9000,0.2,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1618,6000,9000,0.2,0.23,12,3.2,1500,100,12.5,1.8,0.18,0.7,0.8,0.019,0.017,13.2
1670,1625,6000,8700,0.18,0.23,7,5,4500,0,12.5,1.5,0.22,0.8,0.75,0.022,0.017,17
1675,1628,6400,3200,0.18,0.24,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1626,6100,7930,0.18,0.24,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1675,1630,6150,7072.5,0.18,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1675,1632,6310,6625.5,0.18,0.22,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1675,1634,6300,6930,0.18,0.22,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1635,6250,7500,0.19,0.22,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1622,6000,8700,0.18,0.21,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1675,1618,5200,13260,0.18,0.22,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1625,5500,11550,0.18,0.23,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1675,1628,6000,8700,0.18,0.23,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1626,6000,9000,0.19,0.24,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1675,1630,6000,9000,0.2,0.24,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1632,6000,8700,0.2,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1678,1634,6000,9300,0.18,0.21,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1635,6500,2925,0.18,0.22,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1675,1627,6000,9000,0.15,0.23,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1630,6000,7800,0.16,0.23,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1630,6000,9000,0.18,0.24,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1625,6000,8100,0.18,0.24,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1628,4500,11475,0,0.22,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1680,1632,5000,10500,0.18,0.21,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1675,1625,6000,8700,0.2,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1622,6000,9000,0.18,0.23,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1618,6000,9000,0.18,0.23,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1625,6000,8700,0.18,0.24,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1678,1628,6000,9300,0.18,0.24,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1626,6000,7800,0.19,0.23,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1675,1630,6000,6900,0.2,0.24,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1632,6000,6300,0.2,0.24,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1675,1634,6000,6600,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1670,1635,6000,7200,0.18,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1627,6000,8700,0.2,0,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1680,1630,4500,11475,0.18,0.22,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1630,4900,10290,0.2,0.21,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1675,1625,6000,8700,0.18,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1628,6000,9000,0.18,0.23,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1675,1632,6000,9000,0.18,0.23,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1625,6000,8700,0.18,0.24,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1622,6000,9300,0.19,0.24,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1675,1618,6000,2700,0.2,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1675,1625,6000,9000,0.2,0.21,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1628,6000,7800,0.18,0.22,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1626,6000,9000,0.18,0.23,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1630,6000,8700,0,0.23,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1672,1632,4200,10710,0.18,0.24,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1634,4600,9660,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1635,6000,8700,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1627,6000,9000,0.18,0.21,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1630,6000,9000,0.19,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1630,6000,8700,0.2,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1674,1625,6000,9300,0.2,0.23,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1675,1628,6000,2700,0.18,0.24,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1675,1632,6000,9000,0.18,0.24,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1625,6000,7800,0.15,0.23,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1670,1622,6000,9000,0.16,0.21,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1618,3300,10890,0,0.22,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1673,1625,3800,8740,0.18,0,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1628,3800,8740,0.2,0,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1670,1626,4900,10535,0.18,0.22,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1672,1630,5000,10500,0,0.21,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1670,1632,4800,10560,0.18,0.22,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1634,6300,9450,0.18,0.23,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1635,6300,12915,0.18,0.23,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1627,6400,9280,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1630,4200,10710,0.19,0.24,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1670,1630,4500,9450,0.2,0.22,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1625,6000,8700,0.2,0.21,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1628,6000,9000,0.18,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1675,1632,6000,9000,0.18,0.23,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1625,6000,8700,0.2,0.23,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1622,6000,9300,0.18,0.24,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1675,1618,6500,2925,0.2,0.24,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1675,1625,6000,9000,0.18,0.22,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1628,6000,7800,0.18,0.21,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1670,1626,6000,9000,0.18,0.22,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1630,6000,8700,0.18,0.23,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1671,1632,3200,8160,0.19,0.23,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1670,1634,4800,10080,0.2,0.24,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1675,1635,6000,8700,0.2,0.24,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1627,6000,9000,0.18,0.22,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1675,1630,6000,9000,0.18,0.21,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1630,6000,8700,0,0.22,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1675,1625,6000,9300,0.18,0.23,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1675,1628,6500,2925,0.18,0.23,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1632,6000,9000,0.18,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1625,6000,7800,0.18,0.24,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1622,6000,9000,0.19,0.22,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
1670,1618,6000,8700,0.2,0.21,11.5,3.5,1400,80,12.5,1.8,0.17,0.7,0.8,0.019,0.017,12
1670,1625,3200,8160,0.2,0.22,11.5,3.5,1400,90,12.8,1.5,0.17,0.7,0.8,0.019,0.017,12
1670,1628,4100,8610,0.18,0.23,12,3.2,1500,100,12.5,2,0.18,0.7,0.8,0.019,0.017,13.2
1675,1626,6000,8700,0.18,0.23,7,5,4500,0,12.5,2,0.22,0.8,0.75,0.022,0.017,17
1670,1630,6000,9000,0,0.24,8,6,4000,20,12.5,2,0.21,0.8,0.75,0.022,0.017,15.5
1675,1632,6000,9000,0.18,0.24,5,10,1500,80,12,2,0.17,0.5,0.7,0.019,0.016,11.5
1670,1634,6000,8700,0.18,0.22,4,12,1200,100,12.5,2,0.18,0.6,0.8,0.021,0.018,12
1672,1635,6000,9300,0.18,0.21,3,12.5,800,100,10,2,0.19,0.7,0.9,0.022,0.02,13.5
1675,1627,6500,2925,0.18,0.22,3,12.5,900,100,11,2,0.15,0.6,0.7,0.023,0.018,13.2
1675,1630,6000,9000,0.19,0.23,3.5,12.5,700,100,12.5,2,0.15,0.6,0.7,0.024,0.018,13.5
1670,1630,6000,7800,0.2,0.23,4.5,12,500,60,9.5,2,0.18,0.7,0.8,0.022,0.017,12.5
1670,1625,6000,9000,0.2,0.24,4.5,12,500,60,10,2,0.17,0.7,0.8,0.021,0.017,12.3
1670,1628,6000,8100,0.18,0.24,10.5,4.5,1500,100,12.5,2,0.17,0.5,0.7,0.015,0.016,12
1670,1632,2500,6375,0.18,0.22,10.5,4.5,1500,100,12.5,2,0.18,0.6,0.8,0.016,0.018,12.5
1675,1625,4800,10080,0,0.21,10.5,4.5,1500,100,12.5,2,0.19,0.7,0.9,0.018,0.02,11.5
1675,1622,6000,8700,0,0.22,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1618,6000,9000,0,0.23,10,5,1500,100,12.5,2,0.15,0.6,0.7,0.016,0.018,11
1670,1625,6000,9000,0,0.23,12,3,1300,100,12,1.5,0.18,0.7,0.8,0.019,0.017,13
